经度索引,纬度索引,count
60,63,179
111,74,23
66,15,288
24,43,101
122,81,10
121,42,32
95,19,4
68,81,3
116,43,18
61,75,26
124,60,78
121,20,1
31,71,116
128,22,16
30,60,631
48,73,189
49,72,256
55,8,5205
66,73,50862
70,34,538556
75,50,85538
76,44,6371179
76,62,1571
77,31,834498
82,41,1556390
90,28,3249
94,30,64904
33,25,3268
39,26,4778
51,14,10711
54,50,1486
80,24,328
98,64,2687
94,75,978
95,60,1024
104,16,10739
107,51,5797
53,70,772
94,70,143
96,56,129
104,21,736
45,16,132
105,2,128
96,64,1540
34,12,320
84,7,3268
23,30,309
23,36,2
20,53,53
113,64,68
110,78,79
45,81,91
32,17,9
72,72,121
115,42,41
83,25,268
110,53,74
46,21,12
48,13,3
122,31,41
56,67,143
125,54,55
104,26,215
119,40,50
47,82,4
62,20,3
11,6,3
53,80,21
24,37,2
1,23,9
65,63,12
30,73,21
65,9,3
38,31,3
52,9,19
50,55,1
86,16,6
123,21,15
49,65,11522
50,44,16384
53,45,13441
53,61,10067
55,9,5804
60,68,1605
68,33,282558
70,38,4254651
72,56,6192
73,52,168602
80,22,23072
102,23,3608
110,60,2082
123,7,502
31,68,12104
51,44,2913
89,66,3446
65,24,603
128,67,308
85,60,24990
101,81,297
16,22,209
36,74,1081
22,28,512
31,75,529
78,66,259
24,69,808
84,28,4531
59,51,125
68,64,247
107,53,456
62,7,1370
31,31,111
105,43,3888
20,11,98
91,50,577
100,45,1409
115,23,320
9,3,4
16,7,174
18,9,63
23,49,106
44,27,160
113,26,52
30,38,12
49,18,77
19,79,9
112,36,18
80,72,483
105,58,47
94,20,17
60,6,22
124,28,2
99,20,196
110,10,1
56,69,95
81,13,117
68,5,42
103,14,539
74,21,93
85,17,12
14,20,22
122,18,23
65,12,189
127,37,4
99,7,4
75,68,30
107,70,1
108,0,241
52,48,1955
56,44,91957
66,21,6264
69,42,3837253
70,64,17003
71,40,5604306
79,30,380193
81,47,1266501
82,15,2028
83,54,111409
96,59,5671
126,44,2282
52,14,10417
63,25,2127
84,27,4443
113,21,1063
16,20,89
24,59,57
88,17,812
91,48,891
47,16,362
105,14,329
73,70,188
51,12,1655
88,66,156
99,36,1829
16,9,3
52,37,393
26,34,647
31,26,45
63,59,125
69,7,4
27,54,64
93,33,122
23,79,27
20,31,9
99,81,25
51,76,23
64,23,50
36,62,702
100,31,35
95,42,301
60,51,47
44,62,12
24,65,15
47,45,49
45,50,39
106,35,18
119,41,22
127,4,55
78,7,105
119,63,35
36,43,32
89,6,2
87,65,1176
122,19,46
55,69,3
8,7,66
101,65,130
56,23,26
31,19,8
119,78,53
76,79,18
42,29,19
123,79,1
42,23,7
11,57,81
101,55,230
106,65,32
60,20,2
38,65,1383
49,43,13563
54,59,13177
59,24,12715
63,32,110767
65,52,55679
66,60,10577
68,56,20909
76,46,2224818
81,52,355687
83,48,389487
89,64,7303
93,67,12970
96,69,1
118,13,1387
33,75,3013
41,68,428
67,29,24430
75,11,361
98,33,2383
64,58,287
87,39,9041
94,80,30
99,80,175
61,42,20215
64,68,296
86,11,2985
103,19,573
56,29,13283
67,21,659
91,79,17020
74,78,890
23,0,29
23,2,63
101,37,1933
103,43,1196
115,27,12
45,44,15
19,81,18
67,61,15
18,51,569
66,66,36
62,6,98
86,81,68
113,28,15
60,65,26
14,2,937
29,17,28
66,11,16
25,20,7
123,30,56
68,17,9
23,53,79
51,20,76
88,1,2
73,66,53
30,45,4
56,15,29
0,14,3
55,17,61
75,82,16
63,70,32
80,8,1
8,20,4
20,3,1
109,9,18
33,14,2
31,60,867
40,40,11139
51,46,2144
54,42,2686
54,60,3044
55,70,1247
56,42,11877
59,46,7631
60,39,4079
63,64,3335
69,17,9148
70,16,789
70,26,32338
73,24,6459
74,53,68842
75,24,136086
75,25,171953
75,62,1601
81,66,6147
86,33,7756
94,58,4393
107,61,5623
115,16,397
30,34,3890
32,40,23
97,65,4413
118,48,41
113,56,1390
116,36,13
56,31,1233
79,8,11
40,48,248
98,1,532
110,4,136
64,79,482
72,69,237
32,49,1066
88,27,2589
27,58,456
113,60,830
90,26,2217
120,37,376
88,73,266
91,78,213
48,40,85
23,52,57
89,25,350
102,27,228
98,67,214
60,25,957
107,1,59
125,43,54
61,6,30
88,25,260
121,28,24
58,82,12
22,67,3
37,6,27
78,64,146
118,63,12
37,42,3
68,63,6
109,7,46
10,4,1
76,3,13
101,75,5
42,27,74
2,15,3
30,46,4
34,2,130
56,43,11857
63,38,25437
65,36,25126
66,43,1363986
69,49,139009
75,52,482844
76,37,12287876
80,21,17814
86,48,72434
88,63,6140
91,63,11974
92,56,14216
32,69,1150
34,71,2437
35,37,6327
37,39,5204
37,67,969
65,6,487
98,11,7
104,80,1941
89,14,467
96,32,7900
83,50,6290
24,1,29
26,82,627
97,36,246
27,39,40
65,72,4148
60,81,357
103,42,685
96,51,415
115,34,30
18,10,215
48,32,369
64,82,6
34,74,470
68,82,2
92,81,99
20,77,47
52,74,145
97,68,84
85,75,768
112,6,4
61,64,209
90,75,53
42,82,108
126,62,52
12,29,43
92,59,115
38,54,55
68,1,398
40,50,17
104,33,19
117,52,1
23,12,19
10,23,2
61,81,7
44,63,17
49,50,53
89,73,2
116,62,1
39,63,13
39,65,16
127,79,2
10,14,6
43,31,67
118,30,188
72,73,2
114,48,1
48,65,3604
57,59,2978
61,14,7071
69,27,25316
69,30,182106
69,45,32536
76,22,64044
76,50,123211
81,72,2736
84,43,355033
85,39,942517
86,53,4387
104,28,5145
110,59,2987
118,14,4117
126,6,1264
36,80,1416
94,36,189
125,48,408
128,61,853
40,1,300
47,55,114
93,5,153
98,76,2404
25,59,6
18,21,1431
111,4,113
47,56,15
73,77,247
35,38,77
8,2,6
86,18,105
91,80,2470
31,22,8
52,33,49
39,61,1
21,31,34
82,58,229
87,16,972
42,36,167
60,10,317
73,81,5
64,2,49
127,63,890
115,20,18
12,43,172
38,51,82
43,10,122
102,17,2
122,16,95
89,21,31
86,24,5
61,18,3
32,48,68
128,72,14
127,14,17
97,23,1
33,58,46
71,75,14
41,27,1
2,16,27
99,24,41
125,69,34
55,46,49574
56,45,99524
57,9,1950
63,57,4682
64,18,5831
65,37,28759
65,62,4476
69,24,1390
72,36,1115242
76,53,174662
79,58,14473
102,47,2139
105,22,3431
118,19,898
120,44,3606
128,6,1096
36,26,278
56,58,4562
118,53,125
94,72,1881
92,5,446
24,57,436
58,40,1704
88,60,4115
81,75,395
58,29,2278
73,72,2146
19,18,1075
51,70,1644
88,18,70
93,15,58
85,67,702
44,64,88
35,12,292
37,35,91
120,38,189
103,16,450
33,81,84
69,57,555
65,10,135
100,28,535
8,31,6
55,12,329
108,78,29
70,71,104
92,22,2
114,8,1
39,54,37
22,25,35
124,15,63
127,19,10
31,28,6
108,9,37
24,36,1
111,73,9
50,26,32
45,70,8
96,78,381
41,21,9
124,25,296
105,74,4
16,40,1
111,13,68
16,16,12
110,79,3
75,69,18
38,30,6
26,24,4
55,42,8868
63,65,4979
65,22,3434
65,47,39585
65,77,22628
66,44,784707
67,46,120228
67,59,1825
69,28,35865
73,51,361247
75,20,2861
79,49,12012
81,43,3609494
82,35,2232220
83,36,2202554
84,50,48937
90,41,2220
90,63,1487
92,31,87017
93,66,8163
103,22,4234
125,3,2023
128,44,1504
64,30,15741
78,21,10298
24,33,2710
112,63,21824
53,14,4289
26,68,1760
93,26,1199
34,38,7
63,61,260
106,55,177
102,35,341
27,27,96
83,24,26
110,70,303
9,2,54
47,32,342
53,50,597
58,30,473
57,25,49
56,55,346
17,73,109
17,51,132
107,18,118
94,50,325
95,63,307
111,46,17
5,0,63
35,63,41
59,7,538
121,36,347
80,75,41
65,15,33
123,19,2
83,8,21
64,14,3
127,56,31
53,78,7
31,52,17
93,18,1
42,40,10177
53,60,9431
59,69,1180
65,40,13640
66,6,6876
66,78,11739
68,39,3507399
73,37,1410228
76,35,7231257
81,45,370801
85,50,266931
87,46,20160
88,30,20653
89,35,3379
93,68,7325
95,27,6243
35,75,1524
38,34,2635
53,13,4172
54,51,258
110,50,3990
97,76,6410
101,12,48
84,13,321
90,65,227
19,12,744
31,76,1287
81,74,3423
22,8,11
23,7,9
91,9,501
96,36,234
50,60,207
45,12,237
62,62,191
81,70,2427
101,44,43
46,15,5
58,50,245
105,0,29
69,56,464
92,37,62
36,48,53
56,75,290
60,21,349
65,17,145
100,15,9
74,75,5
34,10,26
78,63,21
2,2,71
66,19,61
28,32,15
29,19,6
89,7,3
99,27,92
118,78,47
112,11,20
44,26,42
84,1,1254
79,82,7
62,14,12
127,71,17
44,47,1
75,2,10
112,55,29
109,17,60
40,20,1
77,74,56
125,36,2
52,12,5
18,66,3
50,53,824
58,37,3558
65,74,14591
75,39,9725547
75,46,2643606
76,26,108588
79,48,330102
80,33,660369
81,39,3462097
88,59,22471
90,59,10450
93,56,11282
95,40,16341
98,40,5131
31,40,148
35,28,1011
36,81,126
53,12,1453
55,32,2913
59,44,3560
66,56,2024
101,78,1689
91,41,5938
93,2,126
117,35,108
101,5,381
104,11,126
42,20,50
43,19,48
95,61,264
51,41,1127
52,35,5
92,49,249
27,29,188
24,32,1435
12,2,60
88,39,896
92,79,192
50,24,43
74,68,50
21,32,231
94,52,61
74,65,187
123,16,238
65,67,2
35,65,73
37,9,320
51,60,62
74,61,13
26,22,30
116,39,1
46,3,6
48,63,57
76,15,57
25,54,3
105,54,35
62,69,4
23,60,3
13,59,2
59,19,35
33,64,1017
56,9,8326
63,37,31639
69,14,5544
70,30,72967
72,30,188755
73,38,12294001
74,50,526242
76,34,5051664
76,38,9605690
76,45,4486080
80,55,15699
81,51,440544
83,69,3101
90,29,11660
97,40,10247
116,16,5166
36,25,92
51,32,557
56,5,264
57,4,459
103,20,1013
49,15,62
52,66,807
26,81,152
69,68,543
26,29,142
16,12,247
84,24,48
75,21,74
117,36,173
121,40,201
46,22,160
55,14,269
59,81,65
79,72,11
48,48,23
36,7,31
47,60,17
58,66,82
96,79,41
65,82,11
36,60,15
120,73,5
48,53,8
32,54,1
85,16,20
111,72,308
46,65,23
39,79,211
127,54,2
31,73,3
38,17,22
60,77,11
55,19,1
88,67,20
1,61,1
46,20,4
118,29,67
25,10,13
93,6,17
104,32,226
106,56,9
31,59,521
47,74,579
55,15,7557
58,55,24753
61,40,29522
66,79,4512
69,22,74485
69,41,1042084
73,48,874649
74,51,395916
77,25,271954
80,58,6558
82,13,2638
86,38,258342
86,59,53103
87,53,16549
95,59,12279
43,71,3287
108,52,945
48,18,603
48,19,202
103,64,1294
97,77,1050
105,7,31
114,0,161
27,63,1165
31,66,4327
25,52,313
95,39,2821
16,13,467
76,9,527
93,51,27
59,40,195
97,48,1830
116,28,29
47,27,12
85,18,37
63,20,2283
31,33,21
47,8,159
106,16,217
15,51,42
18,13,359
110,3,3
23,67,38
46,76,222
38,7,21
127,35,16
53,66,57
121,0,10
125,65,6
3,66,16
58,28,91
98,41,62
107,33,10
53,9,815
14,55,3
36,35,23
66,16,2
32,70,10
59,61,61
41,57,78
106,73,21
95,21,5
128,43,5
42,64,7
79,25,12
16,17,8
29,5,9
79,73,38
103,18,83
114,1,2
94,19,1
